text_column,label_column,processed_text,numeric_label
"kuah bakso nya terlalu asin menurut saya . masih enakan yang dijual keliling di malang . tapi tempat nya bagus buat menjamu teman . ada di banyak lokasi dan selalu ramai . selain bakso juga menyediakan capcay , nasi goreng dan lain-lain yang menurut saya justru lebih enak .",positive,"['kuah', 'bakso', 'asin', 'enak', 'jual', 'keliling', 'malang', 'bagus', 'jamu', 'teman', 'lokasi', 'ramai', 'bakso', 'sedia', 'capcay', 'nasi', 'goreng', 'enak']",2
saya sebagai warga jakarta malu kang sama oknum yang tidak bertanggung jawab yang mau sweeping bobotoh,negative,"['warga', 'jakarta', 'malu', 'kang', 'oknum', 'tidak_tanggung', 'sweeping', 'bobotoh']",0
"tenderloin steak nya juara , tempat mudah diakses memaki pun tersembunyi , nyaman , tema zaman dahulu , tidak ramai , pelayanan biasa ,",positive,"['tenderloin', 'steak', 'juara', 'mudah', 'akses', 'maki', 'sembunyi', 'nyaman', 'tema', 'zaman', 'tidak_ramai', 'layan']",2
"ini adalah salah satu restoran chinese yang sudah ada sejak lama . masakan dari kepiting nya favorit juara . biasa saya pesan kepiting rebus , babat toge dan cah kangkung",positive,"['salah', 'restoran', 'chinese', 'masakan', 'kepiting', 'favorit', 'juara', 'pesan', 'kepiting', 'rebus', 'babat', 'toge', 'cah', 'kangkung']",2
"para cebong yang selama ini menuduh saya mencuri uang sedekah 30 %, silakan anda urus si aris wahyudi ini . dia ambil komisi 20 % untuk transaksi pelacuran berkedok agama . berani tidak , membulat si aris wahyudi ini ? atau kamu semua cuma berani sama jonru ?",negative,"['cebong', 'tuduh', 'curi', 'uang', 'sedekah', '30', 'sila', 'urus', 'si', 'aris', 'wahyudi', 'ambil', 'komisi', '20', 'transaksi', 'lacur', 'kedok', 'agama', 'berani', 'tidak_bulat', 'si', 'aris', 'wahyudi', 'berani', 'jonru']",0
menarik pilkada jawa barat ini . ada ridwan kamil berpasangan dengan tokoh dari dc universe .,positive,"['tarik', 'pilkada', 'jawa', 'barat', 'ridwan', 'kamil', 'pasang', 'tokoh', 'dc', 'universe']",2
suasana di kantor dpc kab. bogor menjelang pidato awal tahun 2018 oleh,neutral,"['suasana', 'kantor', 'dpc', 'kab', 'bogor', 'jelang', 'pidato', '2018']",1
"kalau djarum memang agak tidak kuat , dia baru kerasa tidak bagus nya pas akhir bakaran",negative,"['djarum', 'tidak_kuat', 'tidak_bagus', 'pas', 'bakar']",0
bakmi tasik saya dan beberapa teman mampir dan coba bakmi bakso nya . makanan nya biasa-biasa saja . tidak ada yang special .,negative,"['bakmi', 'tasik', 'teman', 'mampir', 'coba', 'bakmi', 'bakso', 'makan', 'tidak_ada', 'special']",0
"lokasi pandan wangi sebenarnya agak jauh dari pusat kota bandung . tapi masih terjangkau , sekitar 15 menit dari jalan asia afrika . patokan jalan nya ada di jalan talaga bodas . dari sana tinggal mencari papan petunjuk pandan wangi . saat kami datang jam 1 siang sudah menanti begitu banyak orang . kebanyakan yang datang keluarga dan anak-anak . sambil menunggu disajikan gorengan dari ubi / singkong yang lumayan enak .",positive,"['lokasi', 'pandan', 'wangi', 'pusat', 'kota', 'bandung', 'jangkau', '15', 'menit', 'jalan', 'asia', 'afrika', 'patok', 'jalan', 'jalan', 'talaga', 'bodas', 'tinggal', 'cari', 'papan', 'pandan', 'wangi', 'jam', '1', 'siang', 'orang', 'keluarga', 'anak', 'anak', 'tunggu', 'saji', 'goreng', 'ubi', 'singkong', 'lumayan', 'enak']",2
"pertama kalinya datang ke eatalia , saya datang bersama dengan teman dan 1 orang anak . tidak memsungkan ketika memlilih makanan untuk anak karena di sini menyediakan menu dengan porsi anak . kami memesan cheese bacon deluxe , pizza dengan roti berwarna hitam . untuk keseluruhan menu yang saya pesan tidak mengecewakan .",positive,"['kali', 'eatalia', 'teman', '1', 'orang', 'anak', 'tidak_memsungkan', 'memlilih', 'makan', 'anak', 'sedia', 'menu', 'porsi', 'anak', 'mes', 'cheese', 'bacon', 'deluxe', 'pizza', 'roti', 'warna', 'hitam', 'menu', 'pesan', 'tidak_kecewa']",2
"rasanya lumayan . sambel nya juga enak . apalagi disajikan 3 macam model begitu . terus banyak pilihan sih sebenarnya mau makan apa di sini . mau gurame , mau kakap , bawal , kerang , cumi , udang . macem-macem deh . asal jangan pesan ikan kembung saja . tidak ada di sini .",positive,"['lumayan', 'sambel', 'enak', 'saji', '3', 'model', 'pilih', 'makan', 'gurame', 'kakap', 'bawal', 'kerang', 'cumi', 'udang', 'macem', 'macem', 'deh', 'pesan', 'ikan', 'kembung', 'tidak_ada']",2
"berlokasi di salah satu tempat belanja dan rekreasi di cihampelas wali bandung , resto ini tidak mengecewakan . sajian nya cukup beragam . untuk rasanya , resto ini bisa menyajikan nya dengan cukup enak dan nikmat , sangat cocok untuk bersantap dengan pasangan atau keluarga .",positive,"['lokasi', 'salah', 'belanja', 'rekreasi', 'cihampelas', 'wali', 'bandung', 'resto', 'tidak_kecewa', 'saji', 'agam', 'resto', 'saji', 'enak', 'nikmat', 'cocok', 'santap', 'pasang', 'keluarga']",2
dizaman ini masih ada mbak mbak online shop yang tidak tahu aplikasi gojek gocar gosend ya allah bodoh sekali : jualan dihutan aku rasa,negative,"['zaman', 'mbak', 'mbak', 'online', 'shop', 'tidak_tahu', 'aplikasi', 'gojek', 'gocar', 'gosend', 'ya', 'allah', 'bodoh', 'jual', 'hut']",0
"restoran ini juga terletak di tempat stategis yaitu jalan dago . tepat nya di sebelah hotel holiday inn . sesuai judul nya , restoran ini menyediakan berbagai menu masakan aceh . favorit saya adalah mi aceh . harga standar tapi tidak terlalu mahal . jangan lupa coba roti canai nya",positive,"['restoran', 'letak', 'stategis', 'jalan', 'dago', 'belah', 'hotel', 'holiday', 'inn', 'sesuai', 'judul', 'restoran', 'sedia', 'menu', 'masakan', 'aceh', 'favorit', 'mi', 'aceh', 'harga', 'standar', 'tidak_terlalu', 'mahal', 'lupa', 'coba', 'roti', 'canai']",2
bihun goreng nya enak . bisa minta tidak banyak minyak . makanan di sini mengandung babi jadi tidak halal . es teh tawar porsi nya besar dan memuaskan .,positive,"['bihun', 'goreng', 'enak', 'tidak_banyak', 'minyak', 'makan', 'kandung', 'babi', 'tidak_halal', 'es', 'teh', 'tawar', 'porsi', 'muas']",2
lokasi tes tidak jelas . ditelepon tidak diangkat . di email cuma auto reply . tidak rekomendasi . aku baru sadar something adalah wong pas mampir ke kantor nya dan mereka cerita bahwa pernah held tes di hotel dan ruang sebelah ada kondangan . they told that without remorse,negative,"['lokasi', 'tes', 'tidak_jelas', 'telepon', 'tidak_angkat', 'email', 'auto', 'reply', 'tidak_rekomendasi', 'sadar', 'something', 'pas', 'mampir', 'kantor', 'cerita', 'held', 'tes', 'hotel', 'ruang', 'belah', 'kondangan', 'they', 'told', 'that', 'without', 'remorse']",0
"sate kambing dan gulai kambing nya maknyus , penyajian makannan nya juga sangat cepat . tempat nya cukup bersih",positive,"['sate', 'kambing', 'gulai', 'kambing', 'maknyus', 'saji', 'makannan', 'cepat', 'bersih']",2
"yue ke hotel yang di mongkok hongkong , tidak ada ! bulan juni lalu , saya booked dan sudah bayar untuk 2 kamar . tapi hotel tidak ditemukan",negative,"['yue', 'hotel', 'mongkok', 'hongkong', 'tidak_ada', 'juni', 'booked', 'bayar', '2', 'kamar', 'hotel', 'tidak_temu']",0
"poach salmon nya enak , pelayanan nya enak , scenery nya mantap . tank to amanda dan worth it banget deh . pasti kembali lagi",positive,"['poach', 'salmon', 'enak', 'layan', 'enak', 'scenery', 'mantap', 'tank', 'to', 'amanda', 'worth', 'it', 'banget', 'deh']",2
orang cina makanan legendaris sudah lama banget nih orang cina makanan satu ini semuanya enak yang tidak enak cuma parkir nya saja aujubila susah nya parkir harus di seberang karena depan resto trotoar . jadi harus sabar sekali-sekali . sedih deh .,negative,"['orang', 'cina', 'makan', 'legendaris', 'banget', 'nih', 'orang', 'cina', 'makan', 'enak', 'tidak_enak', 'parkir', 'aujubila', 'susah', 'parkir', 'seberang', 'resto', 'trotoar', 'sabar', 'sedih', 'deh']",0
makan di restoran pizza ini paling enak jika bersama teman . menikmati paket sensasi delight yang harga nya sangat terjangkau oleh semua kalangan .,positive,"['makan', 'restoran', 'pizza', 'enak', 'teman', 'nikmat', 'paket', 'sensasi', 'delight', 'harga', 'jangkau', 'kalang']",2
"hasil quick count pilgub kaltim 2018 , isran - hadi unggul",neutral,"['hasil', 'quick', 'count', 'pilgub', 'kaltim', '2018', 'isran', 'had', 'unggul']",1
kenapa kamu jerat buni yani undang-undang ite ? padahal jelas-jelas itu video berasal dari youtube yang diunggah oleh pemprov itu sendiri . harus nya yang kena undang-undang ite itu pemprov bukan buni yani . ya kan ?,negative,"['jerat', 'buni', 'yani', 'undang', 'undang', 'ite', 'video', 'youtube', 'unggah', 'pemprov', 'kena', 'undang', 'undang', 'ite', 'pemprov', 'tidak_buni', 'yani', 'ya']",0
"paket gim benar-benar mantap ! yang megah harus makan di sini , dijamin makin keren ! bravo !",positive,"['paket', 'gim', 'mantap', 'megah', 'makan', 'jamin', 'keren', 'bravo']",2
"di dekat gubernuran , tidak jauh dari jembatan penyebrangan , ada gang yang di dalam nya terdapat makanan yang sudah ada sejak zaman ibu saya . rasa kuah lontong kari kental dan agak manis , cocok ditambahkan acar yang ada di meja . porsi nya mengenyangkan",positive,"['gubernur', 'tidak_jauh', 'jembatan', 'penyebrangan', 'gang', 'makan', 'zaman', 'kuah', 'lontong', 'kari', 'kental', 'manis', 'cocok', 'acar', 'meja', 'porsi', 'kenyang']",2
"berada di tengah tengah jalan braga , tempat nya lumayan enak untuk nongkrong , ada live musik , makanan nya pun lumayan .",positive,"['jalan', 'braga', 'lumayan', 'enak', 'nongkrong', 'live', 'musik', 'makan', 'lumayan']",2
"sebagai pengguna setia produk mereka , kecewa banget sama pelayanan pusat servis asus yang tidak jujur dan menyepelekan pendapat pelanggan .",negative,"['setia', 'produk', 'kecewa', 'banget', 'layan', 'pusat', 'servis', 'asus', 'tidak_jujur', 'sepele', 'langgan']",0
"tempat makan pasta yang sudah tidak asing lagi apa lagi kalau bukan pizza hut . posisi pizza di tempat ini sangat nyaman inside mal atau outside mal berhadapan langsung dengan jalan merdeka anda bisa memanjakan mata sekadar melihat rutinitas orang-orang di sekeliling , letak sangat strategis dapat di lalu dengan angkutan umum .",positive,"['makan', 'pasta', 'tidak_asing', 'tidak_pizza', 'hut', 'posisi', 'pizza', 'nyaman', 'inside', 'mal', 'outside', 'mal', 'hadap', 'langsung', 'jalan', 'merdeka', 'manja', 'mata', 'lihat', 'rutinitas', 'orang', 'orang', 'keliling', 'letak', 'strategis', 'angkut']",2
"tempat makan ini nengusung konsep kembali to alam , kita makan di saung . dan sepanjang jalan menuju saung kita akan disuguhi pemandangan indah . suasana makan cukup nyaman , pelayanan cepat . rasanya enggan pulang , harga relatif standart tidak mahal untuk sekelas itu . rasa makanan sebenarnya standart saja , yang pasti suasana yang mantap .",positive,"['makan', 'nengusung', 'konsep', 'to', 'alam', 'makan', 'saung', 'jalan', 'tuju', 'saung', 'suguh', 'pandang', 'indah', 'suasana', 'makan', 'nyaman', 'layan', 'cepat', 'enggan', 'pulang', 'harga', 'relatif', 'standart', 'tidak_mahal', 'kelas', 'makan', 'standart', 'suasana', 'mantap']",2
"memberi cabai nya tidak pelit , masak nya cepat banget , rasanya enak , cuma kurang sayuran saja . tapi enak",positive,"['cabai', 'tidak_pelit', 'masak', 'cepat', 'banget', 'enak', 'sayur', 'enak']",2
saya tadinya penasaran dengan tempat ini karena di tempat nya banyak sekali foto-foto kunjungan para artis ke tempat ini tapi pas saya pesan makanan unggulan di tempat ini saya rasa tidak setinggi pemikiran saya yang ada biasa saja dan keras . jadi aneh bagi saya tempat ini bisa sebegitu terkenal nya,negative,"['penasaran', 'foto', 'foto', 'kunjung', 'artis', 'pas', 'pesan', 'makan', 'unggul', 'tidak_setinggi', 'pikir', 'keras', 'aneh', 'kenal']",0
"kang , jalan di muararajeun baru , baru sebulanan dibenarkan , sudah rusak lagi . yang mengerjakan seperti tidak serius",negative,"['kang', 'jalan', 'muararajeun', 'rusak', 'kerja', 'tidak_serius']",0
jangan pernah kecewa dengan apa yang diberikan oleh tuhan,positive,"['kecewa', 'tuhan']",2
"masakan jepang ada yang saya suka dan ada yang tidak , tapi dengan menu masakan yang satu ini karubi pas di lidah saya dan keluarga . dan tempat ini juga menyediakan tempat bermain untuk anak-anak harga makan di resto ini agak tinggi sih . tapi enak sekali masakan nya .",positive,"['masakan', 'jepang', 'suka', 'tidak_tapi', 'menu', 'masakan', 'karubi', 'pas', 'lidah', 'keluarga', 'sedia', 'main', 'anak', 'anak', 'harga', 'makan', 'resto', 'enak', 'masakan']",2
"tempat nya sih biasa saja , tidak ada yang istimewa . bahkan menurut saya , tempat nya ini menjadi sedikit nilai minus untuk penilaian kali ini . parkir yang tidak terlalu luas serta dekorasi ruang makan yang biasa saja . tapi lain lagi kalau kita bicara soal makanan . karena untuk urusan ini , red. dipo punya banyak nilai plus . makanan nya bervariasi dengan rasa yang di atas rata-rata .",positive,"['tidak_ada', 'istimewa', 'nilai', 'minus', 'nilai', 'kali', 'parkir', 'tidak_terlalu', 'luas', 'dekorasi', 'ruang', 'makan', 'bicara', 'makan', 'urus', 'red', 'dipo', 'nilai', 'plus', 'makan', 'variasi']",2
"makan kaki kambing paha yang empuk dan lumayam besar untuk ukuran medium , pas untuk satu orang , makan tanpa nasi , dengan es lemon tea . segar kekurangan nya hanya tempat nya berasap , wajar kan namanyanjg kambing bakar hehehe",positive,"['makan', 'kaki', 'kambing', 'paha', 'empuk', 'lumayam', 'ukur', 'medium', 'pas', 'orang', 'makan', 'nasi', 'es', 'lemon', 'tea', 'segar', 'asap', 'wajar', 'namanyanjg', 'kambing', 'bakar', 'hehehe']",2
bukti bahwa sunda memang gudang mode dan makanan . tidak dapat dijelaskan bagaimana enak nya bakmi parahiyangan . pokok nya pasti ketagihan,positive,"['bukti', 'sunda', 'gudang', 'mode', 'makan', 'tidak_dapat', 'enak', 'bakmi', 'parahiyangan', 'pokok', 'tagih']",2
sebenarnya barang kw juga banyak yang bagus kualitas . seringkali nih ya ternyata pas kita lihat eh ternyata barang nya memang bagus bahan nya,positive,"['barang', 'kw', 'bagus', 'kualitas', 'seringkali', 'nih', 'ya', 'nyata', 'pas', 'lihat', 'eh', 'nyata', 'barang', 'bagus', 'bahan']",2
"melihat itu kader demokrat ribut dengan pak hnw dari pks , hanya karena demiz tidak jadi dicalonkan , jijik baca nya",negative,"['lihat', 'kader', 'demokrat', 'ribut', 'hnw', 'pks', 'demiz', 'tidak_jadi', 'calon', 'jijik', 'baca']",0
"saat makan di sini kebetulan saat libur panjang kemerdekaan 17 agustus . diperlukan waktu 40 menit lebih untuk antre . sistem pesan terlebih dahulu saat reservasi tidak diijinkan , padahal dapat menghemat waktu . tempat solat berada di depan pintu masuk dan permainan seni yang dimainkan sangat berdekatan dengan musola sehingga sangat menganggu ibadah . satu hal yang paling menakjubkan adalah suasana alam yang menyatu .",positive,"['makan', 'libur', 'merdeka', '17', 'agustus', '40', 'menit', 'antre', 'sistem', 'pesan', 'reservasi', 'tidak_diijinkan', 'hemat', 'solat', 'pintu', 'masuk', 'main', 'seni', 'main', 'musola', 'menganggu', 'ibadah', 'takjub', 'suasana', 'alam']",2
"tak usah nonton film itu , bahasa jawa semua . sudah tidak mengerti , tidak punya teks , jelek lagi film nya . tindak pantas tayang di layar besar .",negative,"['tidak_usah', 'nonton', 'film', 'bahasa', 'jawa', 'tidak_erti', 'tidak_punya', 'teks', 'jelek', 'film', 'tindak', 'tayang', 'layar']",0
cha-cha itu makanan ringan terenak dan tepat buat menemani waktu tugas,positive,"['cha', 'cha', 'makan', 'ringan', 'enak', 'tani', 'tugas']",2
"ini si monyet bawah gua , nama nya saja anonim pengecut pakai simbol , bisa nya cuma mengatakan orang , memang hidup situ benar anjing ? nama saja tidak berani sebut , malu ya mending apa takut ?",negative,"['si', 'monyet', 'gua', 'nama', 'anonim', 'kecut', 'pakai', 'simbol', 'orang', 'hidup', 'situ', 'anjing', 'nama', 'tidak_berani', 'malu', 'ya', 'mending', 'takut']",0
kami sudah bosan dengan janji-janji kalian,negative,"['bosan', 'janji', 'janji']",0
"tempat yang cocok untuk relax dengan keluarga , pelayanan nya bagus , makanan enak dan yang pemandangan / pemandangan nya mantap .",positive,"['cocok', 'relax', 'keluarga', 'layan', 'bagus', 'makan', 'enak', 'pandang', 'pandang', 'mantap']",2
fadli zon anjing kau . tidak usah kau sok polos .,negative,"['fadli', 'zon', 'anjing', 'kau', 'tidak_usah', 'kau', 'sok', 'polos']",0
paling enak di sini tuna mayo pizza nya yang pinggir nya pakai cheesy bites . harga cukup murah . pelayanan cukup baik . tempat strategis .,positive,"['enak', 'tuna', 'mayo', 'pizza', 'pinggir', 'pakai', 'cheesy', 'bites', 'harga', 'murah', 'layan', 'baik', 'strategis']",2
sulit sekali mengerti orang yang merasa selalu benar,negative,"['sulit', 'erti', 'orang']",0
"bagaimana tidak romantis , udara dingin , suasana yang tenang dengan makanan yang lezat sambil menikmati keindahan kota bandung . sangat romantis sekali",positive,"['tidak_romantis', 'udara', 'dingin', 'suasana', 'tenang', 'makan', 'lezat', 'nikmat', 'indah', 'kota', 'bandung', 'romantis']",2
nanda mulai bekerja di dhl indonesia bulan depan,neutral,"['nanda', 'kerja', 'dhl', 'indonesia']",1
omongan nya pak anies itu suka kebalikkan nya . kalau percaya terus menerus bisa gila .,negative,"['omong', 'anies', 'suka', 'percaya', 'gila']",0
"saya datang dengan pasangan untuk liburan . tempat ini sangat asri , sejuk . pemandangan sangat menarik . makanan tidak terlalu mahal tetapi menggugah selera .",positive,"['pasang', 'libur', 'asri', 'sejuk', 'pandang', 'tarik', 'makan', 'tidak_terlalu', 'mahal', 'gugah', 'selera']",2
"rasa enak banget ! wajib dicoba buat pecinta ayam bakar . harga pun sepadan . lebih enak kalau makan bareng-bareng sama keluarga tercinta , tempat makan nya enak .",positive,"['enak', 'banget', 'wajib', 'coba', 'cinta', 'ayam', 'bakar', 'harga', 'padan', 'enak', 'makan', 'bareng', 'bareng', 'keluarga', 'cinta', 'makan', 'enak']",2
"rakyat mah tidak panik sudah biasa hampir 4 tahun belakangan ini di kibulin terus , istana itu yang panik segala jurus tipu sudah dikeluarkan tetapi tidak mempan rakyat nya dah pada pinter , kecuali penghuni kolam butek yang masih senang diumpankan tipu tipu hap hap hap",negative,"['rakyat', 'mah', 'tidak_panik', '4', 'kibulin', 'istana', 'panik', 'jurus', 'tipu', 'tidak_mempan', 'rakyat', 'dah', 'pinter', 'kecuali', 'huni', 'kolam', 'butek', 'senang', 'umpan', 'tipu', 'tipu', 'hap', 'hap', 'hap']",0
"alhamdulillah , warga perbatasan bisa merasakan buah dari pembangunan . kita yang sudah lama menikmati mereka menunggu 72 tahun setelah merdeka dan sekarang 73 tahun merasakan nya . terima kasih pak jokowi , dari awal saya memang tidak pernah benci pak jokowi , justru saya salut sama beliau .",positive,"['alhamdulillah', 'warga', 'batas', 'buah', 'bangun', 'nikmat', 'tunggu', '72', 'merdeka', '73', 'terima', 'kasih', 'jokowi', 'tidak_pernah', 'benci', 'jokowi', 'salut', 'beliau']",2
